"ensembl_gene_id","gene_biotype"
"ENSG00000261293","lncRNA"
"ENSG00000261294","lncRNA"
"ENSG00000261296","lncRNA"
"ENSG00000261299","processed_pseudogene"
"ENSG00000261303","transcribed_unprocessed_pseudogene"
"ENSG00000261304","lncRNA"
"ENSG00000261307","lncRNA"
"ENSG00000261310","lncRNA"
"ENSG00000261312","lncRNA"
"ENSG00000261313","lncRNA"
"ENSG00000261314","lncRNA"
"ENSG00000261318","lncRNA"
"ENSG00000261319","lncRNA"
"ENSG00000261320","lncRNA"
"ENSG00000261329","lncRNA"
"ENSG00000261332","lncRNA"
"ENSG00000261333","processed_pseudogene"
"ENSG00000261334","lncRNA"
"ENSG00000261338","lncRNA"
"ENSG00000261346","lncRNA"
"ENSG00000261347","lncRNA"
"ENSG00000261348","lncRNA"
"ENSG00000261349","unprocessed_pseudogene"
"ENSG00000261350","lncRNA"
"ENSG00000261356","processed_pseudogene"
"ENSG00000261363","lncRNA"
"ENSG00000261364","lncRNA"
"ENSG00000261365","unprocessed_pseudogene"
"ENSG00000261367","lncRNA"
"ENSG00000261368","lncRNA"
"ENSG00000261369","lncRNA"
"ENSG00000261375","unprocessed_pseudogene"
"ENSG00000261376","lncRNA"
"ENSG00000261377","transcribed_unprocessed_pseudogene"
"ENSG00000261379","lncRNA"
"ENSG00000261382","lncRNA"
"ENSG00000261384","lncRNA"
"ENSG00000261385","lncRNA"
"ENSG00000261386","lncRNA"
"ENSG00000261391","processed_pseudogene"
"ENSG00000261393","lncRNA"
"ENSG00000261396","lncRNA"
"ENSG00000261400","lncRNA"
"ENSG00000261401","unprocessed_pseudogene"
"ENSG00000261402","lncRNA"
"ENSG00000261403","lncRNA"
"ENSG00000261405","transcribed_unprocessed_pseudogene"
"ENSG00000261407","lncRNA"
"ENSG00000261410","lncRNA"
"ENSG00000261411","lncRNA"
"ENSG00000261416","lncRNA"
"ENSG00000261419","unprocessed_pseudogene"
"ENSG00000261420","lncRNA"
"ENSG00000261421","lncRNA"
"ENSG00000261426","lncRNA"
"ENSG00000261427","lncRNA"
"ENSG00000261429","processed_pseudogene"
"ENSG00000261430","lncRNA"
"ENSG00000261433","lncRNA"
"ENSG00000261434","lncRNA"
"ENSG00000261435","lncRNA"
"ENSG00000261442","lncRNA"
"ENSG00000261444","unprocessed_pseudogene"
"ENSG00000261445","lncRNA"
"ENSG00000261447","lncRNA"
"ENSG00000261449","lncRNA"
"ENSG00000261451","lncRNA"
"ENSG00000261453","lncRNA"
"ENSG00000261457","transcribed_processed_pseudogene"
"ENSG00000261459","protein_coding"
"ENSG00000261460","lncRNA"
"ENSG00000261461","processed_pseudogene"
"ENSG00000261462","lncRNA"
"ENSG00000261467","lncRNA"
"ENSG00000261468","lncRNA"
"ENSG00000261469","lncRNA"
"ENSG00000261470","lncRNA"
"ENSG00000261471","lncRNA"
"ENSG00000261474","lncRNA"
"ENSG00000261475","lncRNA"
"ENSG00000261476","lncRNA"
"ENSG00000261478","lncRNA"
"ENSG00000261482","lncRNA"
"ENSG00000261485","lncRNA"
"ENSG00000261486","processed_pseudogene"
"ENSG00000261487","lncRNA"
"ENSG00000261489","lncRNA"
"ENSG00000261491","unprocessed_pseudogene"
"ENSG00000261497","unprocessed_pseudogene"
"ENSG00000261499","unprocessed_pseudogene"
"ENSG00000261502","lncRNA"
"ENSG00000261505","lncRNA"
"ENSG00000261507","lncRNA"
"ENSG00000261512","lncRNA"
"ENSG00000261513","lncRNA"
"ENSG00000261519","lncRNA"
"ENSG00000261522","transcribed_unprocessed_pseudogene"
"ENSG00000261523","lncRNA"
"ENSG00000261529","lncRNA"
"ENSG00000261532","lncRNA"
"ENSG00000261535","lncRNA"
"ENSG00000261536","unprocessed_pseudogene"
"ENSG00000261537","lncRNA"
"ENSG00000261538","lncRNA"
"ENSG00000261540","lncRNA"
"ENSG00000261541","lncRNA"
"ENSG00000261543","lncRNA"
"ENSG00000261544","lncRNA"
"ENSG00000261546","lncRNA"
"ENSG00000261548","unprocessed_pseudogene"
"ENSG00000261549","processed_pseudogene"
"ENSG00000261552","lncRNA"
"ENSG00000261553","lncRNA"
"ENSG00000261554","processed_pseudogene"
"ENSG00000261559","processed_pseudogene"
"ENSG00000261560","lncRNA"
"ENSG00000261561","unprocessed_pseudogene"
"ENSG00000261566","lncRNA"
"ENSG00000261569","lncRNA"
"ENSG00000261570","lncRNA"
"ENSG00000261572","lncRNA"
"ENSG00000261573","lncRNA"
"ENSG00000261575","transcribed_unprocessed_pseudogene"
"ENSG00000261578","lncRNA"
"ENSG00000261580","processed_pseudogene"
"ENSG00000261581","unprocessed_pseudogene"
"ENSG00000261582","protein_coding"
"ENSG00000261583","lncRNA"
"ENSG00000261584","lncRNA"
"ENSG00000261586","lncRNA"
"ENSG00000261588","processed_pseudogene"
"ENSG00000261590","processed_pseudogene"
"ENSG00000261592","lncRNA"
"ENSG00000261595","lncRNA"
"ENSG00000261596","lncRNA"
"ENSG00000261600","lncRNA"
"ENSG00000261602","lncRNA"
"ENSG00000261603","transcribed_unitary_pseudogene"
"ENSG00000261604","lncRNA"
"ENSG00000261606","lncRNA"
"ENSG00000261607","unprocessed_pseudogene"
"ENSG00000261608","processed_pseudogene"
"ENSG00000261610","lncRNA"
"ENSG00000261611","protein_coding"
"ENSG00000261613","lncRNA"
"ENSG00000261614","processed_pseudogene"
"ENSG00000261618","lncRNA"
"ENSG00000261625","lncRNA"
"ENSG00000261627","lncRNA"
"ENSG00000261628","unprocessed_pseudogene"
"ENSG00000261629","lncRNA"
"ENSG00000261630","lncRNA"
"ENSG00000261632","lncRNA"
"ENSG00000261633","lncRNA"
"ENSG00000261637","lncRNA"
"ENSG00000261641","lncRNA"
"ENSG00000261642","lncRNA"
"ENSG00000261646","lncRNA"
"ENSG00000261647","processed_pseudogene"
"ENSG00000261648","lncRNA"
"ENSG00000261651","lncRNA"
"ENSG00000261653","lncRNA"
"ENSG00000261654","lncRNA"
"ENSG00000261655","lncRNA"
"ENSG00000261659","lncRNA"
"ENSG00000261668","lncRNA"
"ENSG00000261669","lncRNA"
"ENSG00000261670","lncRNA"
"ENSG00000261671","lncRNA"
"ENSG00000261673","lncRNA"
"ENSG00000261675","lncRNA"
"ENSG00000261680","processed_pseudogene"
"ENSG00000261682","lncRNA"
"ENSG00000261684","lncRNA"
"ENSG00000261687","lncRNA"
"ENSG00000261691","lncRNA"
"ENSG00000261692","lncRNA"
"ENSG00000261693","lncRNA"
"ENSG00000261695","lncRNA"
"ENSG00000261696","lncRNA"
"ENSG00000261702","processed_pseudogene"
"ENSG00000261704","IG_V_pseudogene"
"ENSG00000261707","lncRNA"
"ENSG00000261708","unprocessed_pseudogene"
"ENSG00000261710","lncRNA"
"ENSG00000261711","transcribed_unprocessed_pseudogene"
"ENSG00000261717","protein_coding"
"ENSG00000261719","processed_pseudogene"
"ENSG00000261725","processed_pseudogene"
"ENSG00000261727","transcribed_processed_pseudogene"
"ENSG00000261728","lncRNA"
"ENSG00000261730","lncRNA"
"ENSG00000261731","lncRNA"
"ENSG00000261734","lncRNA"
"ENSG00000261736","lncRNA"
"ENSG00000261741","transcribed_unprocessed_pseudogene"
"ENSG00000261743","lncRNA"
"ENSG00000261745","lncRNA"
"ENSG00000261747","unprocessed_pseudogene"
"ENSG00000261751","lncRNA"
"ENSG00000261754","lncRNA"
"ENSG00000261757","lncRNA"
"ENSG00000261759","lncRNA"
"ENSG00000261760","transcribed_unprocessed_pseudogene"
"ENSG00000261763","lncRNA"
"ENSG00000261765","lncRNA"
"ENSG00000261766","lncRNA"
"ENSG00000261770","lncRNA"
"ENSG00000261774","processed_pseudogene"
"ENSG00000261775","lncRNA"
"ENSG00000261776","processed_pseudogene"
"ENSG00000261778","processed_pseudogene"
"ENSG00000261779","lncRNA"
"ENSG00000261782","processed_pseudogene"
"ENSG00000261786","lncRNA"
"ENSG00000261789","lncRNA"
"ENSG00000261790","lncRNA"
"ENSG00000261792","unprocessed_pseudogene"
"ENSG00000261793","protein_coding"
"ENSG00000261795","lncRNA"
"ENSG00000261797","lncRNA"
"ENSG00000261800","lncRNA"
"ENSG00000261802","lncRNA"
"ENSG00000261804","lncRNA"
"ENSG00000261810","lncRNA"
"ENSG00000261811","lncRNA"
"ENSG00000261815","lncRNA"
"ENSG00000261816","lncRNA"
"ENSG00000261817","lncRNA"
"ENSG00000261818","lncRNA"
"ENSG00000261821","lncRNA"
"ENSG00000261822","lncRNA"
"ENSG00000261823","lncRNA"
"ENSG00000261826","lncRNA"
"ENSG00000261829","lncRNA"
"ENSG00000261831","lncRNA"
"ENSG00000261834","IG_V_pseudogene"
"ENSG00000261837","lncRNA"
"ENSG00000261839","lncRNA"
"ENSG00000261842","lncRNA"
"ENSG00000261845","lncRNA"
"ENSG00000261864","lncRNA"
"ENSG00000261872","lncRNA"
"ENSG00000261882","processed_pseudogene"
"ENSG00000261888","lncRNA"
"ENSG00000261915","protein_coding"
"ENSG00000261916","lncRNA"
"ENSG00000261938","lncRNA"
"ENSG00000261959","lncRNA"
"ENSG00000261965","processed_pseudogene"
"ENSG00000261970","processed_pseudogene"
"ENSG00000261976","lncRNA"
"ENSG00000261987","unprocessed_pseudogene"
"ENSG00000261996","lncRNA"
"ENSG00000261997","lncRNA"
"ENSG00000262000","processed_pseudogene"
"ENSG00000262006","lncRNA"
"ENSG00000262008","unprocessed_pseudogene"
"ENSG00000262011","lncRNA"
"ENSG00000262020","lncRNA"
"ENSG00000262031","lncRNA"
"ENSG00000262038","lncRNA"
"ENSG00000262039","lncRNA"
"ENSG00000262048","processed_pseudogene"
"ENSG00000262052","lncRNA"
"ENSG00000262067","processed_pseudogene"
"ENSG00000262074","snoRNA"
"ENSG00000262079","lncRNA"
"ENSG00000262081","unprocessed_pseudogene"
"ENSG00000262094","lncRNA"
"ENSG00000262096","transcribed_unprocessed_pseudogene"
"ENSG00000262097","lncRNA"
"ENSG00000262098","lncRNA"
"ENSG00000262106","unprocessed_pseudogene"
"ENSG00000262112","lncRNA"
"ENSG00000262115","lncRNA"
"ENSG00000262116","lncRNA"
"ENSG00000262119","lncRNA"
"ENSG00000262120","unprocessed_pseudogene"
"ENSG00000262133","lncRNA"
"ENSG00000262136","lncRNA"
"ENSG00000262140","unprocessed_pseudogene"
"ENSG00000262147","lncRNA"
"ENSG00000262151","lncRNA"
"ENSG00000262160","lncRNA"
"ENSG00000262171","lncRNA"
"ENSG00000262172","lncRNA"
"ENSG00000262181","unprocessed_pseudogene"
"ENSG00000262187","unprocessed_pseudogene"
"ENSG00000262198","lncRNA"
"ENSG00000262202","lncRNA"
"ENSG00000262211","lncRNA"
"ENSG00000262227","lncRNA"
"ENSG00000262228","lncRNA"
"ENSG00000262235","processed_pseudogene"
"ENSG00000262262","transcribed_processed_pseudogene"
"ENSG00000262267","lncRNA"
"ENSG00000262271","processed_pseudogene"
"ENSG00000262294","lncRNA"
"ENSG00000262298","lncRNA"
"ENSG00000262302","protein_coding"
"ENSG00000262304","protein_coding"
"ENSG00000262312","lncRNA"
"ENSG00000262313","lncRNA"
"ENSG00000262316","processed_pseudogene"
"ENSG00000262319","lncRNA"
"ENSG00000262322","unprocessed_pseudogene"
"ENSG00000262332","lncRNA"
"ENSG00000262339","lncRNA"
"ENSG00000262343","lncRNA"
"ENSG00000262352","lncRNA"
"ENSG00000262358","lncRNA"
"ENSG00000262362","lncRNA"
"ENSG00000262370","lncRNA"
"ENSG00000262372","lncRNA"
"ENSG00000262380","lncRNA"
"ENSG00000262384","processed_pseudogene"
"ENSG00000262400","processed_pseudogene"
"ENSG00000262402","processed_pseudogene"
"ENSG00000262408","processed_pseudogene"
"ENSG00000262410","lncRNA"
"ENSG00000262412","lncRNA"
"ENSG00000262413","lncRNA"
"ENSG00000262429","lncRNA"
"ENSG00000262434","lncRNA"
"ENSG00000262445","lncRNA"
"ENSG00000262456","lncRNA"
"ENSG00000262468","lncRNA"
"ENSG00000262470","processed_pseudogene"
"ENSG00000262471","processed_pseudogene"
"ENSG00000262481","protein_coding"
"ENSG00000262482","lncRNA"
"ENSG00000262488","processed_pseudogene"
"ENSG00000262492","processed_pseudogene"
"ENSG00000262495","processed_pseudogene"
"ENSG00000262514","lncRNA"
"ENSG00000262518","processed_pseudogene"
"ENSG00000262521","lncRNA"
"ENSG00000262526","protein_coding"
"ENSG00000262528","lncRNA"
"ENSG00000262529","lncRNA"
"ENSG00000262533","lncRNA"
"ENSG00000262558","lncRNA"
"ENSG00000262560","protein_coding"
"ENSG00000262561","processed_pseudogene"
"ENSG00000262566","processed_pseudogene"
"ENSG00000262580","lncRNA"
"ENSG00000262583","transcribed_unprocessed_pseudogene"
"ENSG00000262587","transcribed_unprocessed_pseudogene"
"ENSG00000262623","processed_pseudogene"
"ENSG00000262624","lncRNA"
"ENSG00000262633","protein_coding"
"ENSG00000262636","processed_pseudogene"
"ENSG00000262651","processed_pseudogene"
"ENSG00000262652","lncRNA"
"ENSG00000262660","protein_coding"
"ENSG00000262662","lncRNA"
"ENSG00000262663","lncRNA"
"ENSG00000262678","lncRNA"
"ENSG00000262681","lncRNA"
"ENSG00000262691","lncRNA"
"ENSG00000262692","lncRNA"
"ENSG00000262703","lncRNA"
"ENSG00000262708","processed_pseudogene"
"ENSG00000262714","lncRNA"
"ENSG00000262721","lncRNA"
"ENSG00000262728","lncRNA"
"ENSG00000262730","protein_coding"
"ENSG00000262732","lncRNA"
"ENSG00000262759","processed_pseudogene"
"ENSG00000262766","lncRNA"
"ENSG00000262768","lncRNA"
"ENSG00000262769","lncRNA"
"ENSG00000262772","lncRNA"
"ENSG00000262777","lncRNA"
"ENSG00000262786","lncRNA"
"ENSG00000262791","lncRNA"
"ENSG00000262801","lncRNA"
"ENSG00000262803","processed_pseudogene"
"ENSG00000262810","lncRNA"
"ENSG00000262815","lncRNA"
"ENSG00000262818","processed_pseudogene"
"ENSG00000262823","lncRNA"
"ENSG00000262831","lncRNA"
"ENSG00000262837","lncRNA"
"ENSG00000262848","lncRNA"
"ENSG00000262855","processed_pseudogene"
"ENSG00000262869","lncRNA"
"ENSG00000262870","processed_pseudogene"
"ENSG00000262873","lncRNA"
"ENSG00000262877","lncRNA"
"ENSG00000262880","lncRNA"
"ENSG00000262881","lncRNA"
"ENSG00000262885","processed_pseudogene"
"ENSG00000262898","lncRNA"
"ENSG00000262899","lncRNA"
"ENSG00000262903","lncRNA"
"ENSG00000262905","lncRNA"
"ENSG00000262920","lncRNA"
"ENSG00000262943","transcribed_unprocessed_pseudogene"
"ENSG00000262950","lncRNA"
"ENSG00000262959","processed_pseudogene"
"ENSG00000262961","processed_pseudogene"
"ENSG00000262962","unprocessed_pseudogene"
"ENSG00000262967","lncRNA"
"ENSG00000262974","processed_pseudogene"
"ENSG00000262979","lncRNA"
"ENSG00000262983","lncRNA"
"ENSG00000262990","processed_pseudogene"
"ENSG00000262995","lncRNA"
"ENSG00000263006","transcribed_unprocessed_pseudogene"
"ENSG00000263011","lncRNA"
"ENSG00000263015","lncRNA"
"ENSG00000263020","protein_coding"
"ENSG00000263029","processed_pseudogene"
"ENSG00000263033","lncRNA"
"ENSG00000263041","lncRNA"
"ENSG00000263045","processed_pseudogene"
"ENSG00000263050","lncRNA"
"ENSG00000263051","lncRNA"
"ENSG00000263065","lncRNA"
"ENSG00000263070","transcribed_unprocessed_pseudogene"
"ENSG00000263081","lncRNA"
"ENSG00000263096","lncRNA"
"ENSG00000263098","lncRNA"
"ENSG00000263105","lncRNA"
"ENSG00000263107","processed_pseudogene"
"ENSG00000263110","lncRNA"
"ENSG00000263120","lncRNA"
"ENSG00000263125","processed_pseudogene"
"ENSG00000263126","lncRNA"
"ENSG00000263154","lncRNA"
"ENSG00000263159","lncRNA"
"ENSG00000263164","lncRNA"
"ENSG00000263165","lncRNA"
"ENSG00000263167","lncRNA"
"ENSG00000263171","lncRNA"
"ENSG00000263176","lncRNA"
"ENSG00000263199","processed_pseudogene"
"ENSG00000263206","transcribed_unprocessed_pseudogene"
"ENSG00000263207","lncRNA"
"ENSG00000263212","lncRNA"
"ENSG00000263218","lncRNA"
"ENSG00000263219","processed_pseudogene"
"ENSG00000263220","lncRNA"
"ENSG00000263234","lncRNA"
"ENSG00000263237","lncRNA"
"ENSG00000263244","lncRNA"
"ENSG00000263252","processed_pseudogene"
"ENSG00000263253","lncRNA"
"ENSG00000263257","lncRNA"
"ENSG00000263271","lncRNA"
"ENSG00000263272","lncRNA"
"ENSG00000263276","lncRNA"
"ENSG00000263278","lncRNA"
"ENSG00000263279","lncRNA"
"ENSG00000263300","lncRNA"
"ENSG00000263301","lncRNA"
"ENSG00000263305","lncRNA"
"ENSG00000263311","unprocessed_pseudogene"
"ENSG00000263312","lncRNA"
"ENSG00000263321","lncRNA"
"ENSG00000263325","lncRNA"
"ENSG00000263326","unprocessed_pseudogene"
"ENSG00000263331","lncRNA"
"ENSG00000263335","lncRNA"
"ENSG00000263338","lncRNA"
"ENSG00000263342","lncRNA"
"ENSG00000263343","processed_pseudogene"
"ENSG00000263345","lncRNA"
"ENSG00000263366","processed_pseudogene"
"ENSG00000263368","processed_pseudogene"
"ENSG00000263369","transcribed_unprocessed_pseudogene"
"ENSG00000263370","lncRNA"
"ENSG00000263393","lncRNA"
"ENSG00000263394","lncRNA"
"ENSG00000263396","processed_pseudogene"
"ENSG00000263405","processed_pseudogene"
"ENSG00000263424","lncRNA"
"ENSG00000263427","lncRNA"
"ENSG00000263433","processed_pseudogene"
"ENSG00000263435","lncRNA"
"ENSG00000263443","lncRNA"
"ENSG00000263450","lncRNA"
"ENSG00000263453","miRNA"
"ENSG00000263460","transcribed_processed_pseudogene"
"ENSG00000263477","lncRNA"
"ENSG00000263482","unprocessed_pseudogene"
"ENSG00000263485","lncRNA"
"ENSG00000263489","lncRNA"
"ENSG00000263494","lncRNA"
"ENSG00000263501","lncRNA"
"ENSG00000263503","processed_pseudogene"
"ENSG00000263505","processed_pseudogene"
"ENSG00000263508","lncRNA"
"ENSG00000263563","transcribed_unprocessed_pseudogene"
"ENSG00000263567","lncRNA"
"ENSG00000263585","lncRNA"
"ENSG00000263590","lncRNA"
"ENSG00000263604","processed_pseudogene"
"ENSG00000263606","transcribed_processed_pseudogene"
"ENSG00000263612","lncRNA"
"ENSG00000263613","lncRNA"
"ENSG00000263618","lncRNA"
"ENSG00000263620","protein_coding"
"ENSG00000263622","lncRNA"
"ENSG00000263624","lncRNA"
"ENSG00000263635","lncRNA"
"ENSG00000263637","lncRNA"
"ENSG00000263644","lncRNA"
"ENSG00000263655","lncRNA"
"ENSG00000263657","lncRNA"
"ENSG00000263674","lncRNA"
"ENSG00000263677","lncRNA"
"ENSG00000263680","lncRNA"
"ENSG00000263682","unprocessed_pseudogene"
"ENSG00000263683","lncRNA"
"ENSG00000263684","lncRNA"
"ENSG00000263688","lncRNA"
"ENSG00000263698","lncRNA"
"ENSG00000263707","lncRNA"
"ENSG00000263708","lncRNA"
"ENSG00000263709","lncRNA"
"ENSG00000263717","lncRNA"
"ENSG00000263720","lncRNA"
"ENSG00000263727","lncRNA"
"ENSG00000263729","processed_pseudogene"
"ENSG00000263748","processed_pseudogene"
"ENSG00000263749","unprocessed_pseudogene"
"ENSG00000263756","lncRNA"
"ENSG00000263765","lncRNA"
"ENSG00000263787","lncRNA"
"ENSG00000263788","processed_pseudogene"
"ENSG00000263797","lncRNA"
"ENSG00000263798","lncRNA"
"ENSG00000263809","protein_coding"
"ENSG00000263818","transcribed_processed_pseudogene"
"ENSG00000263821","lncRNA"
"ENSG00000263859","lncRNA"
"ENSG00000263860","lncRNA"
"ENSG00000263862","lncRNA"
"ENSG00000263863","lncRNA"
"ENSG00000263870","unprocessed_pseudogene"
"ENSG00000263873","lncRNA"
"ENSG00000263878","lncRNA"
"ENSG00000263884","lncRNA"
"ENSG00000263887","transcribed_unprocessed_pseudogene"
"ENSG00000263893","lncRNA"
"ENSG00000263895","lncRNA"
"ENSG00000263904","lncRNA"
"ENSG00000263916","lncRNA"
"ENSG00000263917","lncRNA"
"ENSG00000263924","lncRNA"
"ENSG00000263934","snoRNA"
"ENSG00000263938","lncRNA"
"ENSG00000263952","lncRNA"
"ENSG00000263963","miRNA"
"ENSG00000263970","lncRNA"
"ENSG00000263982","lncRNA"
"ENSG00000263986","lncRNA"
"ENSG00000264000","lncRNA"
"ENSG00000264007","lncRNA"
"ENSG00000264012","lncRNA"
"ENSG00000264015","lncRNA"
"ENSG00000264016","lncRNA"
"ENSG00000264019","lncRNA"
"ENSG00000264023","lncRNA"
"ENSG00000264029","transcribed_unprocessed_pseudogene"
"ENSG00000264031","lncRNA"
"ENSG00000264040","processed_pseudogene"
"ENSG00000264044","lncRNA"
"ENSG00000264057","transcribed_unprocessed_pseudogene"
"ENSG00000264058","protein_coding"
"ENSG00000264061","unprocessed_pseudogene"
"ENSG00000264063","miRNA"
"ENSG00000264066","lncRNA"
"ENSG00000264072","lncRNA"
"ENSG00000264078","lncRNA"
"ENSG00000264080","lncRNA"
"ENSG00000264083","lncRNA"
"ENSG00000264093","processed_pseudogene"
"ENSG00000264107","lncRNA"
"ENSG00000264108","lncRNA"
"ENSG00000264116","lncRNA"
"ENSG00000264125","lncRNA"
"ENSG00000264131","lncRNA"
"ENSG00000264138","unprocessed_pseudogene"
"ENSG00000264145","processed_pseudogene"
"ENSG00000264148","processed_pseudogene"
"ENSG00000264149","lncRNA"
"ENSG00000264150","processed_pseudogene"
"ENSG00000264164","transcribed_processed_pseudogene"
"ENSG00000264167","lncRNA"
"ENSG00000264174","lncRNA"
"ENSG00000264176","transcribed_processed_pseudogene"
"ENSG00000264177","lncRNA"
"ENSG00000264186","processed_pseudogene"
"ENSG00000264187","protein_coding"
"ENSG00000264188","lncRNA"
"ENSG00000264189","processed_pseudogene"
"ENSG00000264193","processed_pseudogene"
"ENSG00000264196","lncRNA"
"ENSG00000264204","unprocessed_pseudogene"
"ENSG00000264207","lncRNA"
"ENSG00000264212","lncRNA"
"ENSG00000264215","lncRNA"
"ENSG00000264217","processed_pseudogene"
"ENSG00000264243","lncRNA"
"ENSG00000264245","processed_pseudogene"
"ENSG00000264246","processed_pseudogene"
"ENSG00000264254","lncRNA"
"ENSG00000264262","lncRNA"
"ENSG00000264272","lncRNA"
"ENSG00000264273","lncRNA"
"ENSG00000264281","processed_pseudogene"
"ENSG00000264289","processed_pseudogene"
"ENSG00000264296","processed_pseudogene"
"ENSG00000264300","transcribed_processed_pseudogene"
"ENSG00000264304","lncRNA"
"ENSG00000264311","processed_pseudogene"
"ENSG00000264315","processed_pseudogene"
"ENSG00000264324","protein_coding"
"ENSG00000264339","lncRNA"
"ENSG00000264340","lncRNA"
"ENSG00000264341","miRNA"
"ENSG00000264365","lncRNA"
"ENSG00000264373","processed_pseudogene"
"ENSG00000264388","processed_pseudogene"
"ENSG00000264404","lncRNA"
"ENSG00000264422","lncRNA"
"ENSG00000264431","processed_pseudogene"
"ENSG00000264434","lncRNA"
"ENSG00000264435","transcribed_processed_pseudogene"
"ENSG00000264444","processed_pseudogene"
"ENSG00000264451","lncRNA"
"ENSG00000264458","lncRNA"
"ENSG00000264472","lncRNA"
"ENSG00000264486","lncRNA"
"ENSG00000264488","lncRNA"
"ENSG00000264490","lncRNA"
"ENSG00000264491","lncRNA"
"ENSG00000264497","processed_pseudogene"
"ENSG00000264503","processed_pseudogene"
"ENSG00000264513","lncRNA"
"ENSG00000264514","lncRNA"
"ENSG00000264520","lncRNA"
"ENSG00000264538","transcribed_unprocessed_pseudogene"
"ENSG00000264545","lncRNA"
"ENSG00000264548","lncRNA"
"ENSG00000264558","lncRNA"
"ENSG00000264564","processed_pseudogene"
"ENSG00000264570","processed_pseudogene"
"ENSG00000264574","miRNA"
"ENSG00000264578","lncRNA"
"ENSG00000264587","lncRNA"
"ENSG00000264589","lncRNA"
"ENSG00000264595","lncRNA"
"ENSG00000264596","lncRNA"
"ENSG00000264598","lncRNA"
"ENSG00000264617","unprocessed_pseudogene"
"ENSG00000264622","lncRNA"
"ENSG00000264630","lncRNA"
"ENSG00000264634","lncRNA"
"ENSG00000264635","lncRNA"
"ENSG00000264643","lncRNA"
"ENSG00000264644","processed_pseudogene"
"ENSG00000264647","lncRNA"
"ENSG00000264659","lncRNA"
"ENSG00000264662","processed_pseudogene"
"ENSG00000264663","processed_pseudogene"
"ENSG00000264668","protein_coding"
"ENSG00000264673","lncRNA"
"ENSG00000264689","processed_pseudogene"
"ENSG00000264693","lncRNA"
"ENSG00000264695","lncRNA"
"ENSG00000264697","processed_pseudogene"
"ENSG00000264699","lncRNA"
"ENSG00000264701","lncRNA"
"ENSG00000264705","lncRNA"
"ENSG00000264714","transcribed_processed_pseudogene"
"ENSG00000264727","lncRNA"
"ENSG00000264729","lncRNA"
"ENSG00000264735","lncRNA"
"ENSG00000264736","processed_pseudogene"
"ENSG00000264739","lncRNA"
"ENSG00000264750","lncRNA"
"ENSG00000264754","lncRNA"
"ENSG00000264765","lncRNA"
"ENSG00000264772","lncRNA"
"ENSG00000264785","lncRNA"
"ENSG00000264791","lncRNA"
"ENSG00000264801","transcribed_processed_pseudogene"
"ENSG00000264808","lncRNA"
"ENSG00000264809","misc_RNA"
"ENSG00000264812","lncRNA"
"ENSG00000264813","protein_coding"
"ENSG00000264825","lncRNA"
"ENSG00000264829","lncRNA"
"ENSG00000264834","miRNA"
"ENSG00000264843","lncRNA"
"ENSG00000264845","transcribed_processed_pseudogene"
"ENSG00000264853","lncRNA"
"ENSG00000264860","lncRNA"
"ENSG00000264869","lncRNA"
"ENSG00000264874","processed_pseudogene"
"ENSG00000264876","lncRNA"
"ENSG00000264880","lncRNA"
"ENSG00000264881","miRNA"
"ENSG00000264907","processed_pseudogene"
"ENSG00000264914","lncRNA"
"ENSG00000264924","lncRNA"
"ENSG00000264930","processed_pseudogene"
"ENSG00000264932","lncRNA"
"ENSG00000264937","lncRNA"
"ENSG00000264940","snoRNA"
"ENSG00000264943","processed_pseudogene"
"ENSG00000264958","unprocessed_pseudogene"
"ENSG00000264968","lncRNA"
"ENSG00000264970","transcribed_processed_pseudogene"
"ENSG00000264982","lncRNA"
"ENSG00000264990","lncRNA"
"ENSG00000265015","transcribed_processed_pseudogene"
"ENSG00000265018","transcribed_unprocessed_pseudogene"
"ENSG00000265019","unprocessed_pseudogene"
"ENSG00000265028","miRNA"
"ENSG00000265031","miRNA"
"ENSG00000265038","processed_pseudogene"
"ENSG00000265041","unprocessed_pseudogene"
"ENSG00000265043","lncRNA"
"ENSG00000265046","lncRNA"
"ENSG00000265060","transcribed_unprocessed_pseudogene"
"ENSG00000265061","miRNA"
"ENSG00000265073","lncRNA"
"ENSG00000265094","lncRNA"
"ENSG00000265096","lncRNA"
"ENSG00000265099","processed_pseudogene"
"ENSG00000265100","lncRNA"
"ENSG00000265101","lncRNA"
"ENSG00000265113","lncRNA"
"ENSG00000265115","lncRNA"
"ENSG00000265118","protein_coding"
"ENSG00000265121","lncRNA"
"ENSG00000265125","lncRNA"
"ENSG00000265126","lncRNA"
"ENSG00000265128","lncRNA"
"ENSG00000265136","processed_pseudogene"
"ENSG00000265139","lncRNA"
"ENSG00000265163","lncRNA"
"ENSG00000265168","lncRNA"
"ENSG00000265170","misc_RNA"
"ENSG00000265174","lncRNA"
"ENSG00000265179","lncRNA"
"ENSG00000265185","snoRNA"
"ENSG00000265194","lncRNA"
"ENSG00000265204","lncRNA"
"ENSG00000265217","lncRNA"
"ENSG00000265218","lncRNA"
"ENSG00000265233","processed_pseudogene"
"ENSG00000265254","lncRNA"
"ENSG00000265257","lncRNA"
"ENSG00000265261","processed_pseudogene"
"ENSG00000265265","lncRNA"
"ENSG00000265282","lncRNA"
"ENSG00000265287","lncRNA"
